title,username,location,rating,review_date,review_text,experience
Excellent museum and publications,ProsenjitD19,,ui_bubble_rating bubble_50,2-Mar-19,The VM (as it is popularly called) is a fine repository of pictures of India and oil portraits of dignitaries during the British administration. It has an excellent section on the Bengal renaissance and the history of Kolkata.,Jun-18
An amazing structure better at Sunset,Penwyllt,Shrewsbury,ui_bubble_rating bubble_40,1-Mar-19,We loved this amazing landmark building made even more inspiring as the gradual coming of twilight played on the building. Very busy where locals and visitors mingled in the grounds and locals seemed to come to walk and be seen,Feb-19
Iconic building,venkyrahul,"Dubai, United Arab Emirates",ui_bubble_rating bubble_30,1-Mar-19,The ambience and the structure looks amazing. No one allowed inside the building and hence went around the structure.,Aug-18
Proud monument for Queen Victoria,Eapen V,"Aluva, India",ui_bubble_rating bubble_40,28-Feb-19,"Not far from Maidan Metro Station this gigantic structure overwhelms the visitors and is situated right at the centre of a well maintained garden which is well maintained. The various galleries have stocked a wealth of information, especially that pertaining to the colonial period.",Feb-19
Iconic structure in Kolkata,niya27,,ui_bubble_rating bubble_50,27-Feb-19,"It is considered Taj mahal of Kolkata. The building is surrounded by gardens and water ponds. To get entry in the building, 30 INR needs to be paid. No charge for photography.",Feb-19
Highlight of Colonial Rule,Rahul74,"Kochi (Cochin), India",ui_bubble_rating bubble_40,27-Feb-19,"A well maintained structure, despite its enormity, the Victoria Memorial Hall was something I had been looking forward to seeing during my first trip to Kolkata. The structure is indeed majestic and the attached museum very informative, with lots of old memorabilia. Do not miss this if you happen to be in Kolkata.",Feb-19
Museum at its best,Shreyasrnair,"Pune, India",ui_bubble_rating bubble_50,27-Feb-19,Nice place with surrounding gardens. You can spend your day over there taking lot of photos from all the angles. Inside architectural work is superb. You can easily spend half of our day over here.,Jan-19
Visit to a historical place.,followjake,,ui_bubble_rating bubble_50,27-Feb-19,It is worthwhile to mention about the historical place of Victoria memorial. Looks very beautiful from the outside. The green garden around the memorial with small water bodies makes u wonder. After seeing the outside u can enter inside the memorial and found so many galleries of historic articles and paintings. It is a place u can enjoy the whole day. Beautiful place and know the period was. It is a great place to roam with children to senior citizens.,Jan-19
A historic green patch at the center of the city,call_me_rajib,"Kolkata, India",ui_bubble_rating bubble_50,25-Feb-19,Its a nice place to spend few hours with near and dear ones. You can sit on the green grass or wooden benches to have some nice views and relax your body and mind. You can watch varieties of people passing by and activities of birds. Visit the inside of the memorial and museum.,Apr-18
It’s historic,Natalie1204,"Kolkata, India",ui_bubble_rating bubble_50,24-Feb-19,"For the history buffs, it’s great. Swords and weapons and costumes of soldiers and royalty throng the place. My personal favourite is the writing desk and chair or Queen Victoria. I do feel the interiors could be better maintained though. The lawns are expansive and great for walking around. In the day, it’s also the haunt for many Romantic couples :) 
The sound and light show is quite nice and is running now in the winter and spring months. It stops during the monsoons.",Dec-18
Serene and vintage,SaubhanikGhosal,"Howrah District, India",ui_bubble_rating bubble_50,23-Feb-19,"I visit victoria very frequently when I am out with my camera. Perfect place to click landscapes and people. You can find many walkers, families hanging out over there and if your luck is good, the weather may be quite helpful as well. I suggest if you are carrying a camera with you, go there on a cloudy day. You will find amazing frames for sure. Don't forget to have a walk in vicinity as well. This is the part of Kolkata which remains crowded during the whole year regardless of any festivals or occasions.",Feb-19
Just waking in garden,apsdeep,"Vadodara, India",ui_bubble_rating bubble_50,23-Feb-19,I am taking lot of photos for flowers as my hobby for taking photos of flowers. Very clean and offering free Wi-Fi also. Beautiful place to spare time.,Feb-19
The place is so poorly maintained!,mtamayoo,"Madrid, Spain",ui_bubble_rating bubble_30,22-Feb-19,"This is a beautiful palace built as a memorial for the Empress Victoria. 

The place is so poorly maintained that some parts appear to be about to fall apart. The art collection inside needs urgently a restoration as the paintings are so dark and there is so much dust in the air. 

The price they charge to foreigners is excessive (500 INR) while locals are charged only 30. But there is a lot of people in the building at all times! I wonder where is the money from the tickets going. 

On their favor, the gardens are in a very nice state (there is a lower fee os you visit only the gardens) More",Feb-19
"Victoria memorial, built in memory of Queen Victoria(1906 and 1921)",AsheeranPunjabi,,ui_bubble_rating bubble_40,21-Feb-19,"In the city of joy, Kolkata, it is add on in your list of visit especially if you are fond of monuments of historical importance. Beautiful marble palace, which was build by The Prince of Wales, later King George V. The building is surrounded by garden area along with river Hugli. Inside you can find photographs of old Calcutta clicked by English photographers. Statues of Queen Victoria stand still in the main hall. It is a beautiful marble structure with smooth finishing. There are paintings capturing moments from her life. Apart from all these things you can find other elements of historical importance like Mughal canons, swords, paintings, old newspaper clippings. Great place to visit just keep in mind to come early during Sundays or festivals as you can meet with huge Que for tickets. More",Feb-19
Impressive,AngelaTh,"Bedford, United Kingdom",ui_bubble_rating bubble_40,20-Feb-19,The memorial building is most impressive from outside - the inside is somewhat disappointing. Getting tickets is a bit of a scrum but once through the gates it's much quieter. The gardens and building are kept clean and tidy and it is a very pleasant place to walk around.,Feb-19
WoWw!,472lakshits,"Mumbai, India",ui_bubble_rating bubble_50,18-Feb-19,A magnificient and wonderful Architecture in middle of a largest urban settlement of the country and also time most densest.,Feb-19
"Great building, but don't bother going inside",Puppage,"Calgary, Canada",ui_bubble_rating bubble_40,18-Feb-19,"The architecture is obviously stunning, so this is a must see in Kolkata. However, the inside of the building is kind of run down and there are some random items is display cases that had microscopic descriptions that were impossible to read. Save your money and don't bother going inside.",Feb-19
Holiday,789baldevs,"Peacehaven, United Kingdom",ui_bubble_rating bubble_40,18-Feb-19,"It is very good but you need lots of time minimum half day to enjoy huge gardens. 
There is plenty of history about British rule. There is no lift to go upstairs",Feb-19
History was made here!,Nasrin S,"Dhaka City, Bangladesh",ui_bubble_rating bubble_40,18-Feb-19,It is a amazing architecture. History was made here. When someone stands in front of this white-marble hall it feels so good and pleasing. I have heard so many stories about the black fairy top of this Hall.,Jan-19
Victoria Memorial,tufanghosh,,ui_bubble_rating bubble_40,18-Feb-19,"Victoria Memorial is one of the best place in kolkata. The Victoria Memorial is a large marble building in Kolkata, West Bengal, India, which was built between 1906 and 1921. It is dedicated to the memory of Queen Victoria (1809–1901) and is now a museum and tourist destination under the auspices of the Ministry of Culture.The memorial lies on the Maidan by the bank of the Hooghly River, near Jawaharlal Nehru Road (better known as Chowringhee Road).Every year thousands of people come to visit this museum.",Feb-19
"Stunning, busy.",Petertheclaret,"Keighley, United Kingdom",ui_bubble_rating bubble_50,18-Feb-19,"An amazing monument to QV, bigger and better than anything to her in the UK. Well visited by Kolkata’s residents and with picnickers on thre lawns and packed galleries, nevertheless still a great place for a Sunday afternoon.",Feb-19
"Pleasant Gardens Outside, and Interesting Displays Inside, but...",David270,"London, United Kingdom",ui_bubble_rating bubble_30,17-Feb-19,"don't go on a weekend! We enjoyed a leisurely walk around the outside of the Memorial on a week day, but made the mistake of paying to go inside on a Sunday. It was heaving inside, with families just walking past the interesting displays of the history of Calcutta/Kolkata so fast that it was very difficult for us to stop and read and absorb the information. And the heaving crowds made it very hot and humid inside. Also, it is well worth booking your entry ticket in advance, or, as we did, using you guide to buy tickets and, with her pass, get you to the front of the queues to get in, and then leave you to it... More",Jan-19
A beautiful heritage architecture well preserved,Christy_Steeve,"Bengaluru, India",ui_bubble_rating bubble_50,17-Feb-19,"A marvellous marble architecture well preserved and maintained. The museum is good with beautiful old photographs of ancient city. Excellent garden and water bodies around, Wait till lights on in the evening...you get to see a beautiful view. unfortunately the fountain is not working...believe its an attraction too.",Feb-19
Gardens worth a detour,W0lf1e,"Montreal, Canada",ui_bubble_rating bubble_40,17-Feb-19,Didn’t go inside (museum) as it was expensive (500rupees) and it looked like there was nothing much to offer. But the gardens are splendid (10rupees) so you can enjoy the memorial and the surroundings.,Feb-19
Absolutely stunning,Cantfind,Howard,ui_bubble_rating bubble_50,17-Feb-19,"This building and museum, like so many things in India, is a must to visit when in Kolkata. The statues are particularly good.",Jan-19
Beautiful Gardens,99JohnEagle,"Stanley, United Kingdom",ui_bubble_rating bubble_50,17-Feb-19,"We didn't venture inside the building, but walked through the extensive well stocked gardens. I think it was something like 40 Rs to enter the garden and 500 Rs for UK citizens to enter the building. I prefer gardens anyway.",Feb-19
Ancient Remembrance,abutaiyab,"Dhaka City, Bangladesh",ui_bubble_rating bubble_30,16-Feb-19,"Well it’s the most famous monument of Kolkata after Howrah bridge. 
You must visit this place. 
The museum itself is a remembrance of the time the British had in India. 
The garden outside is very popular among locals but not particularly very interesting. 
The light and sound show is brilliant though.",Nov-18
Nice British monument,sadiaakthersony,"Dhaka City, Bangladesh",ui_bubble_rating bubble_40,16-Feb-19,A palace build for welcoming Queen Victoria. Entry ticket price 500 for foreigners and 30 for Indians. The gallery inside the palace is not price worthy for the tourists. Garden is very good.,Feb-19
Beautiful Buildings,70RM,"Edinburgh, United Kingdom",ui_bubble_rating bubble_50,15-Feb-19,Well worth a visit when you’re in Kolkata. What a beautiful structure build to be Kolkatas Taj. Close to the Eden Garden Cricket Ground.,Feb-19
Worth visit,Aricewang,"Shanghai, China",ui_bubble_rating bubble_50,14-Feb-19,Foreigners ticket is 500 while local is 40. But it is worthwhile to visit. The hall is so imposing and well maintained. It is a crowd definitely and taking photo is allowed which is quite interesting seeing people doing selfies with the statues and oil paintings.,Feb-19
"Looks great outside, but inside there is just a disappointment",Vainamo,Finland,ui_bubble_rating bubble_20,13-Feb-19,"As the title says. From outside the Hall looks great and makes you think it would be something comparable to famous castles or cathedrals or even substitute to Taj Mahal. But when you get it, well, you immediately realize that it is just a big memorial, at most a tiny and too heavily crowded museum, nothing else. If you are Indian citizen the admission price may be acceptable, but the much higher price for foreigners, it is too much compared to what you get. So, make a favor to yourself, take a photo outside the gate and save your money to some other attraction.",Dec-18
Very Green!,Poulomi S,,ui_bubble_rating bubble_50,13-Feb-19,"When you visit Kolkata, this is a must visit spot. It is always crowded. The architecture is amazing and lawns are beautiful!",Jun-18
lush green lawns beside the memorial,B_Majumdar,Kolkata,ui_bubble_rating bubble_50,13-Feb-19,very imposing monument. Greenery around is very comforting. Worth a full day visit with family and kids,Dec-18
Must visit,Sudipta R,,ui_bubble_rating bubble_50,13-Feb-19,"Its really good 
Those who are visiting Kolkata it’s a must visit for them 
I believe this willbe a good spot for all",Nov-18
Lovely setting,rugiada,new delhi,ui_bubble_rating bubble_40,12-Feb-19,"This time I visited the Victoria Memorial Hall to listen to a talk with the world famous historian Carlo Ginzburg. What a backdrop to a great talk! 
The only difficulty was getting to the talk. A tortuous path.",Feb-19
Photoshoot,k0bids,"Kolkata, India",ui_bubble_rating bubble_50,12-Feb-19,"Organized a photoshoot for my family here. 
Amazing cleanliness. 
The guards are surprisingly polite..",Feb-19
Still Glorious,Kar C,"Maplewood, New Jersey",ui_bubble_rating bubble_40,12-Feb-19,"Went to show my friends Victoria Memorial Hall. It used to be free into the grounds but now you have to purchase a ticket before entry. Locals pay 30 rps while foreigners pay 500 rps. The place is not huge but well maintained. We walked around 3 separate rooms full of art and guns. You can walk up to the 2nd floor to get a better view of the paintings on the dome but we decided not to do that. Overall, it was a nice experience and I would recommend it to anyone wanting to do something in a lazy afternoon.",Feb-19
This white marble structure looks dazzling during the day and equally mesmerizing at nighttime,Debashis G,"Krishnanagar, India",ui_bubble_rating bubble_50,12-Feb-19,"Victoria memorial is one of the most popular tourist destinations in Kolkata.This white marble structure looks dazzling during the day and equally mesmerizing at nighttime.This memorial stands tall in Kolkata and is certainly an architectural wonder. If you are visiting the city, spending time at Victoria Memorial should be a part of your day plan, for sure.",Jan-19
Iconic landmark of the city of Joy,Doc_Subhajit17,"Kolkata, India",ui_bubble_rating bubble_50,12-Feb-19,Often projected as the icon of KOLKATA. Reflects the glory of British-ruled Capital of Indian Peninsula. Still emerges as a symbol craftsmanship. Very popular spot among locals.,Mar-18
Neglected,sraina49,"Gurugram (Gurgaon), India",ui_bubble_rating bubble_30,12-Feb-19,"Majestic entry and immaculate lawns with beautiful flowers. The outside of the building is excellent. Inside is disappointing. No climate and humidity control, windows are wide open. Rare paintings and photographs deteriorating from the effects of heat and humidity. The exhibits badly in need for new signs and descriptions. No controls over the flow of traffic.It needs immediate attention.",Feb-19
Finally,anjpraary,"Mumbai, India",ui_bubble_rating bubble_50,11-Feb-19,"My friend has been to Kolkata umpteen number of times but Victoria always a miss..... 
But I made it in my 1st visit...... but when I reached there got a shock a huge huge Q for the tkts ......plz book tickets online it took us more than an hour to get hold of the ticket but it was worth every bit 

A huge beautiful clean n well kept moment standing amidst an extremely well kept garden with every possible colour of flowers an ultimately pleasure to the eyes 

It closes at 4.30 so please be well in time though a lot of sections closed to the public but still a lot to walk thru history n carry tons of memories with u More",Feb-19
An architectural masterpiece,anirban1954,"Kolkata, India",ui_bubble_rating bubble_40,10-Feb-19,"Since childhood, I have been visiting this monument. Surrounded by sprawling gardens and large water bodies, more than a century old rare trees hand picked from all over the world, this is a architectural marcel that attracts young and old - all alike. 
The place gets closed around sun set and again reopens early morning, when it is the heaven of morning walkers. 

At the centr, there is a great hall, which is a museum of paintings from bygone British era. The entire place is well maintained and heavily guarded. 
One Must Experience attraction is the Light and Sound Show narrating glorious Indian freedom struggle against the Colonial rule and India's Independence. More",Dec-18
Needs a lot of work.,Callum H,,ui_bubble_rating bubble_20,10-Feb-19,"This building is a prime example of victorian colonialism (being one huge dedication to Queen Victoria!) as it feels like a section of Westminster was dropped into the middle of Kolkatta. 
The architecture is amazing and what the government have attempted to do with it, although honourable needs more effort. The building is in need of significant cleaning with internal exhibits requiring a major refurbishment. 

The grounds are a shadow of what I imagine they once were. Although tidy were still looking tired. 

With some well placed investment this could be the jewel attraction in Kolkatta.",Feb-19
"Lovely gardens, Victorian building waste of time.",John W,"Espoo, Finland",ui_bubble_rating bubble_30,10-Feb-19,The gardens around the memorial are lovely. Lots of couples escaping watchful eyes at home just holding hands or being close together. The actual monument is better viewed from afar. Definitely not worth going inside.,Feb-19
One for the list in Kolkata,Explorer10972,"London, United Kingdom",ui_bubble_rating bubble_30,10-Feb-19,On a business trip we hired a driver for a couple of hours and one of the sights that he took us to was the Victoria Memorial. Unfortunately we went on a Monday when the inside was closed. But the gardens were worth a trip.,Feb-19
VICTORIA MEMORIAL HALL,raj b,"Bharuch, India",ui_bubble_rating bubble_50,8-Feb-19,This place is plush with greenery and rich heritage. Its a good photographic location as well. I took a stroll across and found it really good to spend time watching different people visit this place.,Nov-18
Beautiful Structure,ohiowanderer,Columbus OH,ui_bubble_rating bubble_50,8-Feb-19,"In the rush and bustle of Kolkata, Victoria Memorial is a quiet and peaceful place with extensive landscaping and gardens, and the building itself is massive. It was 10 rupees to enter and wasn't crowded at all. Several people asked to take a photo with me. The museum was closed when we went there but the gardens were pleasant enough to walk around",Jul-18
Well preserved,WWTraveller26,China,ui_bubble_rating bubble_50,7-Feb-19,"Kolkata is full of heritage buildings from its glorious past but most of them are decrepit and run down. This one is a gorgeous, well kept attraction with extensive green grounds. Gives you an idea of how the city must have looked once. If you are in the city, do make time for it, about an hour with without the museum. It’s worth it.",Feb-19
Family visit,sagarsamaddar,"Kolkata, India",ui_bubble_rating bubble_50,7-Feb-19,Monuments indicating the British sculpture can be observed. Children can play in the spacious area in front of it. A good place to have a day out under the sun.,May-18
Beautiful,cooker3000,"Dublin, Ireland",ui_bubble_rating bubble_50,6-Feb-19,"This is an absolutely stunning building that is an absolute must visit if you visit Kolkota. For tourists it's only 10 rupees into the gardens but 500 to go into the museum. The gardens alone are nice place to get away from the chaos of Kolkota. 
1 complaint is I visited on World Tourist day where admission was meant to be free with signs stating exactly that but none of the staff at the ticket booth were aware of it and would not do a free ticket.",Oct-18
Nice park,259henkv,"Wijk bij Duurstede, The Netherlands",ui_bubble_rating bubble_50,4-Feb-19,"If you want to escape the noise of Kolkata you should spend a few hours in the museum and the park. Most visitors are Indian citizens, don’t be surprised as many want to have a photo with you. Nice and relaxing atmosphere.",Feb-19
The architecture is amazing.,garhuff,"Atlanta, Georgia",ui_bubble_rating bubble_40,4-Feb-19,"This structure is essentially a monument to Queen Elizabeth. It's a beautiful structure and has a decent museum inside it. While there is not much explained inside the building, further research revealed that the funding of this massive building was mostly done by the Indian elite at the time, not by the British as we had assumed.",Feb-19
A must visit in Kolkata,Angshool m,"Kolkata, India",ui_bubble_rating bubble_40,4-Feb-19,"A great place to be on a winter afternoon, for an idle stroll along the banks of the several lakes or inside the museum itself. If possible, try to avoid the long queues on Christmas or New Years.",Mar-18
Beautiful but very crowded,talkee,"Hull, Massachusetts",ui_bubble_rating bubble_30,4-Feb-19,The grounds are gorgeous as well as the building but wasn't that much interested in the interiors contents. The place was packed,Jan-19
Nice architecture,BecharaYen,Dubai,ui_bubble_rating bubble_40,3-Feb-19,"It is an imposing structure. Try to take a photo with its reflection from the pond. Take as well a nice shot of Young Victoria from the top balcony, with all the people around it.",Feb-19
Beautiful buillding with some history,StijnHamstra,"Amsterdam, The Netherlands",ui_bubble_rating bubble_30,1-Feb-19,"The building isbeautiful from the outside, particularly on a sunny day. The inside sightseeing shows weapons and writings of the 19th , early 20th century which is more interesting for locals and connaisseurs than for regular tourists.",Feb-19
An excellent piece of history in the heart of Kolkata,tridibrc,,ui_bubble_rating bubble_50,31-Jan-19,"We often visit Victoria memorial whenever we visit Kolkata 
1. Great piece of architecture 
2. It is a visual treat in the morning and night 
3. Has big gardens for relaxing and playing 
4. Can go inside to see items used by Queen Victoria 
5. Has many items the Queen and Knights / Dukes were using at that time 
6. Excellent collection of paintings 
7. Had a wind direction indicator on the top in form of an angel",Oct-18
One of those must see places when in Kolkota.,Sumith D,"Kochi, Kerala, India",ui_bubble_rating bubble_40,27-Jan-19,We were pretty late to reach here. Parking can be bit of a problem. Eventually since we were not able to find a parking spot we drove around this historical site. It was all very well lit and beautiful at night.We couldn't get in but had to be satisfied with from seeing from outside the gates. But it still looked very beautiful.,Aug-18
Impressive city tranquility,gordoni943,"Derbyshire, United Kingdom",ui_bubble_rating bubble_40,26-Jan-19,"Beautiful lake and gardens in the city centre, providing an oasis of calm from the chaotic traffic. Seems bizarre that so much regard is still shown to Queen Victoria given the subsequent partition.",Jan-19
Second white house,bitturajk2019,"Sitamarhi, India",ui_bubble_rating bubble_50,24-Jan-19,Victoria Memorial Kolkata power this is full of white paint hands this is the power of Calcutta because British government and Victoria queen made it as a heaven,Nov-18
A photographer's delight,Masher16,"Mumbai, India",ui_bubble_rating bubble_40,24-Jan-19,"It was an absolute delight visiting Victoria Memorial early in the morning during my recent trip to Kolkata. Made entirely of marble, the architecture is phenomenal and a befitting tribute to Queen Victoria. The charge for entrance is INR 30 which entitles you to go inside the Memorial structure and to visit the gardens. The structure has been very well maintained and is a delight to watch even from a distance. With a beautiful dome, the structure houses a museum with statues, paintings, weapons, canons of the British era. The gardens outside are beautiful with small water bodies which can serve as a great picnic spot. A good time to visit would be early in the morning. The memorial is a photographer's delight so I would recommend you carry your cameras. More",Jan-19
Taj Mahal of Kolkata,RajeevSingh_Ind,"New Delhi, India",ui_bubble_rating bubble_40,24-Jan-19,"Marvellous structure with very beautiful garden and lawns and some very nice sculptures. 

Nice place to pass the evening with family and friends. There is also a musical fountain nearby. 

There is also a tanga ride around it and also sound and light show. 

Though i have not been inside the structure but heard it is good. 

A must see",Feb-18
Too crowded,NitinK1265,"Mumbai, India",ui_bubble_rating bubble_30,21-Jan-19,"Too crowded on a Sunday 
A good property to visit 
Entrance fee of 30inr 
10inr if you just want to visit the garden",Jan-19
A slice of old Calcutta,SantanuCalcutta,,ui_bubble_rating bubble_50,21-Jan-19,"The grandeur of this building, the surrounding greens and the Maidan, one of the last places for the romantics.",Oct-18
Surely worth it,MedhaMathur,,ui_bubble_rating bubble_50,19-Jan-19,"I visited Kolkata for work and managed to squeeze in some time to visit Victoria Memorial. The museum itself is beautiful but more importantly, it is well maintained, including the surrounding parks. Do visit the water fountain on your way out.",Dec-18
A trip down memory lanes,Traveler_ASE,"London, United Kingdom",ui_bubble_rating bubble_50,18-Jan-19,"Pros : 
A lovely place to visit. 
Great for kids and families. 

Cons : 
Some people are terrible are being in line and have a very mob mentality at the ticket counter. So you have to physically muscle your self at the ticket counter.",Dec-18
Great,npn2000,"Bangkok, Thailand",ui_bubble_rating bubble_50,18-Jan-19,"Victoria Memorial Hall is great architecture of olden days ,marble quality and cutting is perfect ,a must see",Oct-18
Landmark Places in Kolkata,PariveshD,"Bengaluru, India",ui_bubble_rating bubble_30,18-Jan-19,"If visiting Kolkata then this is a place to visit and experience Kolkata or Calcutta (previous name) during the British ruling. You will find old artillery, pictures and few other things.",Nov-18
Marvelous Victoria Memorial,BhaskarBanerjee007,"Barasat, India",ui_bubble_rating bubble_50,17-Jan-19,"Totally made of white marble, the sculpture are great.once upon a time the top sculpture rotates with time, but now stopped. 

The front garden is also very nice. 

You need to pay the entry fees to enter this monument. 

A must visit place of kolkata..",Dec-18
The legacy of the British era !,kamakshi2015,"Bengaluru, India",ui_bubble_rating bubble_50,17-Jan-19,"The best known landmark building is on the list of all travelers who visit Kolkata . The beautiful white marbel monument reminds of the Britishers who ruled India - named after the legendary Queen . The sprawling garden are a delight to view and open abscess are a treat to anyone who loves walking and outdoors . The display of the articles of the bygone era are kept well and treasured . The entree fee is separate for the garden and the museum - one is advised to take the combined ticket costing both for Rs 30/- each , for non Indians it is higher . The location is central and connected well by the bus and the metro . Outside the museum there are horse carriages which are very popular . More",Jan-19
What a beauty! Showcase of architecture magnificience,apim,"Sydney, Australia",ui_bubble_rating bubble_50,17-Jan-19,"Dont return from this city without visiting this place. The number of Google reviews should give you an idea if its your first time in this city.. What a beauty in architecture! True symbol of British craftsmanship in this land - A monument dedicated to Empress (not Queen, as politely explained by a very good tourist guide) Victoria showcasing how marvelous a structure can be. The adjoining garden is a breather to walk around (given the pollution level of the city). The fee they charge for foreigner is outrageous compared to locals but I guess that's common everywhere in India... nontheless, worth all the way",Dec-18
"Beautiful monument, lovely gardens",Emelinapuddleduck,"Chigwell, United Kingdom",ui_bubble_rating bubble_30,17-Jan-19,"You need to pay 500 rupees to enter the museum but only 10 rupees to walk within the gardens. As my Dad is elderly, we went with the second option. The gardens are exquisitely kept and vibrant. There is a lovely calm, soothing vibe here. The monument is a larger than life statue of Queen Victoria with head dress, cloak, ball and sceptre. I recommend this tourist attraction if you want some peace and quiet for a while. Please note, I don't think picnics are allowed and there is nowhere to buy water, so take some with you.",Jan-19
Best Time to Visit Nov to Jan,18piyushs,"New Delhi, India",ui_bubble_rating bubble_50,16-Jan-19,Nice palace. This is the house of one of the queens that resided. Very nicely maintained property. Good collection of very old artifacts and pictures of Calcutta.,Jan-19
A must visit,ManojPasari,"Kolkata, India",ui_bubble_rating bubble_40,16-Jan-19,People interested in Indian history and more particular the British era can't afford to miss this monument and museum.,Sep-18
Must visited place in Kolkata,Tushar M,"Kolkata, India",ui_bubble_rating bubble_50,15-Jan-19,Victory Memorial Hall is one of the must visited place in Kolkata with family. Every year we visit with family here to explore it's beauty.,Dec-18
One time visit,19rohitmohapatra,"Rourkela, India",ui_bubble_rating bubble_30,14-Jan-19,"1. The gardens are huge and well maintained. 
2. Museum can be a one time visit. Need to get a separate ticket to go inside the museum. 
3. Wait for the lights to be switched on after 6 PM to have a beautiful view of the Memorial. 
4. The entry and exit signs need to be more clear.",Jan-19
The Magnificent Marble Monument in The City Of Joy,sankhag12,"Mumbai, India",ui_bubble_rating bubble_50,14-Jan-19,"The landmark monument of the city, Victoria Memorial is not only magnificent but also historically significant. The brainchild of George Curzon, the elegance of this splendid architecture was dedicated to Queen Victoria. 
It is located in a very central location of Kolkata. The best way to reach the place is to get into metro rail and get down at Maidan metro station. Exit from gate 1 and it's barely a 2 mins walk to the place. 
Also, it can be well reached by bus, taxis. 
It's open from 10 am to 5 pm. 

For the photography enthusiasts, the sunset time can be a good time to visit.",Jan-19
